category,emoji,ja,reading,ru,en
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This wisdom is often repeated.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,Даже обезьяна падает с дерева. Эту мудрость часто повторяют.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Терпение и труд всё перетрут. Эту пословицу говорят в семьях.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This wisdom is often repeated.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This wisdom is often repeated.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту пословицу говорят в семьях.",The early bird catches the worm. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту пословицу говорят в семьях.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту пословицу говорят в семьях.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This wisdom is often repeated."
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This proverb is commonly said.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту пословицу говорят в семьях.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту пословицу говорят в семьях.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Терпение и труд всё перетрут. Эту пословицу говорят в семьях.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту пословицу говорят в семьях.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Даже обезьяна падает с дерева. Эту пословицу говорят в семьях.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту пословицу говорят в семьях.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This wisdom is often repeated.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This wisdom is often repeated."
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This wisdom is often repeated.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,Даже обезьяна падает с дерева. Эту мудрость часто повторяют.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Лучше медленно, но верно. Эту пословицу говорят в семьях.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Даже обезьяна падает с дерева. Эту мудрость часто повторяют.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту пословицу говорят в семьях.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This wisdom is often repeated."
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This proverb is commonly said.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This wisdom is often repeated.
proverb,💬,,,Даже обезьяна падает с дерева. Эту пословицу говорят в семьях.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,"Лучше медленно, но верно. Эту пословицу говорят в семьях.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This wisdom is often repeated."
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,"Лучше медленно, но верно. Эту пословицу говорят в семьях.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Даже обезьяна падает с дерева. Эту мудрость часто повторяют.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Лучше медленно, но верно. Эту мудрость часто повторяют.",Slow and steady wins the race. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня.",Don't postpone to tomorrow what you can do today.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This wisdom is often repeated.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Даже обезьяна падает с дерева. Эту мудрость часто повторяют.,Even monkeys fall from trees. This wisdom is often repeated.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту пословицу говорят в семьях.,"Fall seven times, stand up eight. This wisdom is often repeated."
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Общая радость — двойная радость. Эту пословицу говорят в семьях.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту пословицу говорят в семьях.",Better to see once than hear a hundred times. This proverb is commonly said.
proverb,💬,,,"Лучше медленно, но верно. Эту пословицу говорят в семьях.",Slow and steady wins the race. This wisdom is often repeated.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту пословицу говорят в семьях.",The early bird catches the worm. This proverb is commonly said.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,Общая радость — двойная радость.,Shared joy is double joy.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This proverb is commonly said.
proverb,💬,,,Даже обезьяна падает с дерева.,Even monkeys fall from trees.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт.",The early bird catches the worm.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать.",Better to see once than hear a hundred times.
proverb,💬,,,Даже обезьяна падает с дерева. Эту пословицу говорят в семьях.,Even monkeys fall from trees. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту мудрость часто повторяют.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,Путь в тысячу ли начинается с первого шага. Эту мудрость часто повторяют.,A journey of a thousand miles begins with a single step. This proverb is commonly said.
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,"Кто рано встаёт, тому Бог даёт. Эту мудрость часто повторяют.",The early bird catches the worm. This wisdom is often repeated.
proverb,💬,,,Капля точит камень. Эту мудрость часто повторяют.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,Капля точит камень. Эту пословицу говорят в семьях.,Constant dripping wears away the stone. This proverb is commonly said.
proverb,💬,,,Терпение и труд всё перетрут. Эту мудрость часто повторяют.,Perseverance and work overcome everything. This proverb is commonly said.
proverb,💬,,,Путь в тысячу ли начинается с первого шага.,A journey of a thousand miles begins with a single step.
proverb,💬,,,Терпение и труд всё перетрут.,Perseverance and work overcome everything.
proverb,💬,,,"Лучше один раз увидеть, чем сто раз услышать. Эту мудрость часто повторяют.",Better to see once than hear a hundred times. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This wisdom is often repeated.
proverb,💬,,,Семь раз упади — восемь раз поднимись.,"Fall seven times, stand up eight."
proverb,💬,,,Капля точит камень.,Constant dripping wears away the stone.
proverb,💬,,,Общая радость — двойная радость. Эту мудрость часто повторяют.,Shared joy is double joy. This wisdom is often repeated.
proverb,💬,,,"Не откладывай на завтра то, что можно сделать сегодня. Эту пословицу говорят в семьях.",Don't postpone to tomorrow what you can do today. This proverb is commonly said.
proverb,💬,,,Семь раз упади — восемь раз поднимись. Эту мудрость часто повторяют.,"Fall seven times, stand up eight. This proverb is commonly said."
proverb,💬,,,"Лучше медленно, но верно.",Slow and steady wins the race.
